Age,Gender,Race,Precinct,Total Registered: 2022
65+,Female,White,Rochester W2 P4,5
65+,Female,White,Rochester W2 P5,8
65+,Female,White,Rochester W2 P6,13
65+,Female,White,Rochester W2 P9,10
65+,Female,White,Rochester W4 P10,6
65+,Female,White,Rochester W4 P11,11
65+,Female,White,Rochester W4 P12,5
65+,Female,White,Rochester W4 P13,8
65+,Female,White,Rochester W4 P8,6
65+,Female,White,Rochester W4 P9,2
65+,Female,White,Rock Dell Twp.,2
65+,Female,White,Salem Twp.,5
65+,Female,White,Stewartville,23
65+,Female,White,Wasioja Twp.,3
65+,Female,White,West Concord,3
65+,Female,White,Westfield Twp.,1
65+,Female,White,Byron,5
65+,Female,White,Cascade Twp. P-3,1
65+,Female,White,Dodge Center P-2,1
65+,Female,White,Kasson P-2,3
65+,Female,White,Mantorville,1
65+,Female,White,Mantorville Twp.,1
65+,Female,White,Marion Twp. P-2,1
65+,Female,White,Rochester W1 P1,3
65+,Female,White,Rochester W1 P10,3
65+,Female,White,Rochester W1 P11,2
65+,Female,White,Rochester W1 P12,2
65+,Female,White,Rochester W1 P13,3
65+,Female,White,Rochester W1 P2,3
65+,Female,White,Rochester W1 P4,3
65+,Female,White,Rochester W1 P5,5
65+,Female,White,Rochester W1 P7,2
65+,Female,White,Rochester W1 P8,1
65+,Female,White,Rochester W1 P9,1
65+,Female,White,Rochester W2 P1,4
65+,Female,White,Rochester W2 P10,7
65+,Female,White,Rochester W2 P11,1
65+,Female,White,Rochester W2 P2,2
65+,Female,White,Rochester W2 P3,3
65+,Female,White,Rochester W2 P4,5
65+,Female,White,Rochester W2 P5,2
65+,Female,White,Rochester W2 P6,1
65+,Female,White,Rochester W2 P9,5
65+,Female,White,Rochester W4 P10,9
65+,Female,White,Rochester W4 P11,5
65+,Female,White,Rochester W4 P12,4
65+,Female,White,Rochester W4 P13,2
65+,Female,White,Rochester W4 P8,3
65+,Female,White,Rochester W4 P9,2
65+,Female,White,Rochester W5 P14,1
65+,Female,White,Salem Twp.,1
65+,Female,White,Stewartville,4
65+,Female,White,Wasioja Twp.,1
65+,Female,Unknown,Dodge Center P-1,1
65+,Female,Unknown,Hayfield,1
65+,Female,Unknown,Rochester W1 P1,1
65+,Female,Unknown,Rochester W1 P11,1
65+,Female,Unknown,Rochester W1 P13,1
65+,Female,Unknown,Rochester W1 P2,1
65+,Female,Unknown,Rochester W1 P6,1
65+,Female,Unknown,Rochester W2 P10,1
65+,Female,Unknown,Rochester W2 P4,1
65+,Female,Unknown,Rochester W2 P6,1
65+,Female,Unknown,Rochester W4 P10,1
65+,Female,Unknown,Rochester W4 P13,1
65+,Female,Unknown,Rochester W5 P14,2
65+,Female,Unknown,Stewartville,1
65+,Female,Unknown,Vernon Twp.,1
65+,Unknown,Asian,Rochester Twp P-1,1
65+,Unknown,Asian,Rochester W1 P1,3
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W1 P8,2
65+,Unknown,Asian,Rochester W2 P1,1
65+,Unknown,Asian,Rochester W2 P10,1
65+,Unknown,Asian,Rochester W2 P3,1
65+,Unknown,Asian,Rochester W2 P4,2
65+,Unknown,Asian,Rochester W2 P5,1
65+,Unknown,Asian,Rochester W2 P9,1
65+,Unknown,Asian,Rochester W4 P8,1
65+,Unknown,Asian,Rochester W5 P14,1
65+,Unknown,Asian,Rochester W1 P11,1
65+,Unknown,Asian,Rochester W1 P12,2
65+,Unknown,Asian,Rochester W1 P13,1
65+,Unknown,Asian,Rochester W1 P14,1
65+,Unknown,Asian,Rochester W1 P2,1
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W1 P8,1
65+,Unknown,Asian,Rochester W2 P1,4
65+,Unknown,Asian,Rochester W2 P10,1
65+,Unknown,Asian,Rochester W2 P3,1
65+,Unknown,Asian,Rochester W2 P5,1
65+,Unknown,Asian,Rochester W2 P6,2
65+,Unknown,Asian,Rochester W4 P10,2
65+,Unknown,Asian,Rochester W4 P12,1
65+,Unknown,Asian,Rochester W4 P8,2
65+,Unknown,Asian,Rochester W1 P1,1
65+,Unknown,Asian,Rochester W1 P11,1
65+,Unknown,Asian,Rochester W1 P2,1
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W1 P9,1
65+,Unknown,Asian,Rochester W2 P1,1
65+,Unknown,Black,Rochester W2 P11,1
65+,Unknown,Black,Rochester W4 P10,3
65+,Unknown,Black,Rochester W4 P11,1
65+,Unknown,Black,Rochester W4 P9,9
65+,Unknown,Black,Rochester W1 P10,1
65+,Unknown,Black,Rochester W1 P2,1
65+,Unknown,Black,Rochester W1 P4,1
65+,Unknown,Black,Rochester W1 P7,1
65+,Unknown,Black,Rochester W2 P2,1
65+,Unknown,Black,Rochester W4 P9,3
65+,Unknown,Black,Stewartville,1
65+,Unknown,Black,Rochester W4 P11,2
65+,Unknown,Black,Rochester W4 P8,1
65+,Unknown,Black,Rochester W4 P9,6
65+,Unknown,Hispanic,Rochester W1 P8,1
65+,Unknown,White,Byron,5
65+,Unknown,White,Dodge Center P-1,1
65+,Unknown,White,Hayfield,1
65+,Unknown,White,Kasson P-1,1
65+,Unknown,White,Kasson P-3,1
65+,Unknown,White,Mantorville Twp.,3
65+,Unknown,White,Rochester Twp P-1,1
65+,Unknown,White,Rochester W1 P1,4
65+,Unknown,White,Rochester W1 P11,1
65+,Unknown,White,Rochester W1 P13,1
65+,Unknown,White,Rochester W1 P2,3
65+,Unknown,White,Rochester W1 P4,1
65+,Unknown,White,Rochester W1 P5,3
65+,Unknown,White,Rochester W1 P7,1
65+,Unknown,White,Rochester W1 P8,1
65+,Unknown,White,Rochester W2 P10,1
65+,Unknown,White,Rochester W2 P11,3
65+,Unknown,White,Rochester W2 P2,1
65+,Unknown,White,Rochester W2 P3,1
65+,Unknown,White,Rochester W2 P4,1
65+,Unknown,White,Rochester W2 P6,4
65+,Unknown,White,Rochester W4 P13,1
65+,Unknown,White,Salem Twp.,1
65+,Unknown,White,Stewartville,1
65+,Unknown,White,Wasioja Twp.,1
65+,Unknown,White,Byron,2
65+,Unknown,White,Kasson P-3,1
65+,Unknown,White,Mantorville Twp.,1
65+,Unknown,White,Rochester W1 P1,1
65+,Unknown,White,Rochester W1 P2,1
65+,Unknown,White,Rochester W1 P4,2
65+,Unknown,White,Rochester W1 P6,1
65+,Unknown,White,Rochester W1 P8,1
65+,Unknown,White,Rochester W2 P11,2
65+,Unknown,White,Rochester W2 P2,3
65+,Unknown,White,Rochester W2 P3,1
65+,Unknown,White,Rochester W2 P6,1
65+,Unknown,White,Rochester W4 P11,2
65+,Unknown,White,Rochester W4 P9,1
65+,Unknown,White,Rochester W5 P14,1
65+,Unknown,White,Westfield Twp.,1
65+,Unknown,White,Rochester W1 P1,1
65+,Unknown,White,Rochester W1 P5,1
65+,Unknown,White,Rochester W1 P8,1
65+,Unknown,White,Rochester W2 P10,1
65+,Unknown,White,Rochester W2 P6,1
65+,Unknown,Unknown,Rochester W2 P2,1
,,,,
