Age,Gender,Race,Precinct,Total Registered: 2022
18 to 24,Unknown,Asian,Rochester W2 P3,2
18 to 24,Unknown,Asian,Rochester W2 P4,2
18 to 24,Unknown,Asian,Rochester W2 P5,4
18 to 24,Unknown,Asian,Rochester W4 P10,3
18 to 24,Unknown,Asian,Rochester W4 P11,5
18 to 24,Unknown,Asian,Rochester W4 P12,2
18 to 24,Unknown,Asian,Rochester W4 P8,4
18 to 24,Unknown,Asian,Rochester W4 P9,4
18 to 24,Unknown,Asian,Rochester W1 P13,1
18 to 24,Unknown,Asian,Rochester W2 P6,1
18 to 24,Unknown,Black,Rochester W1 P12,1
18 to 24,Unknown,Black,Rochester W1 P7,1
18 to 24,Unknown,Black,Rochester W2 P1,2
18 to 24,Unknown,Black,Rochester W2 P11,2
18 to 24,Unknown,Black,Rochester W4 P10,2
18 to 24,Unknown,Black,Rochester W4 P12,1
18 to 24,Unknown,Black,Rochester W4 P9,1
18 to 24,Unknown,Black,Dodge Center P-1,2
18 to 24,Unknown,Black,Dodge Center P-2,1
18 to 24,Unknown,Black,Hayfield,1
18 to 24,Unknown,Black,Kalmar Twp.,1
18 to 24,Unknown,Black,Kasson P-2,1
18 to 24,Unknown,Black,Rochester W1 P10,1
18 to 24,Unknown,Black,Rochester W1 P12,5
18 to 24,Unknown,Black,Rochester W1 P14,1
18 to 24,Unknown,Black,Rochester W1 P4,2
18 to 24,Unknown,Black,Rochester W1 P5,4
18 to 24,Unknown,Black,Rochester W1 P7,3
18 to 24,Unknown,Black,Rochester W1 P8,1
18 to 24,Unknown,Black,Rochester W1 P9,2
18 to 24,Unknown,Black,Rochester W2 P1,6
18 to 24,Unknown,Black,Rochester W2 P11,3
18 to 24,Unknown,Black,Rochester W2 P2,4
18 to 24,Unknown,Black,Rochester W2 P3,2
18 to 24,Unknown,Black,Rochester W2 P4,2
18 to 24,Unknown,Black,Rochester W2 P5,1
18 to 24,Unknown,Black,Rochester W2 P6,4
18 to 24,Unknown,Black,Rochester W2 P9,1
18 to 24,Unknown,Black,Rochester W4 P10,4
18 to 24,Unknown,Black,Rochester W4 P11,6
18 to 24,Unknown,Black,Rochester W4 P12,2
18 to 24,Unknown,Black,Rochester W4 P8,9
18 to 24,Unknown,Black,Rochester W4 P9,16
18 to 24,Unknown,Black,Rochester W5 P14,1
18 to 24,Unknown,Black,Salem Twp.,1
18 to 24,Unknown,Black,Stewartville,2
18 to 24,Unknown,Black,Rochester W2 P1,3
18 to 24,Unknown,Black,Rochester W2 P6,1
18 to 24,Unknown,Black,Rochester W2 P9,1
18 to 24,Unknown,Black,Rochester W4 P10,1
18 to 24,Unknown,Black,Rochester W4 P9,4
18 to 24,Unknown,Black,Rochester W5 P14,1
18 to 24,Unknown,Hispanic,Claremont,1
18 to 24,Unknown,Hispanic,Dodge Center P-1,1
18 to 24,Unknown,Hispanic,Dodge Center P-2,1
18 to 24,Unknown,Hispanic,Kasson P-2,2
18 to 24,Unknown,Hispanic,Kasson P-3,1
18 to 24,Unknown,Hispanic,Mantorville Twp.,1
18 to 24,Unknown,Hispanic,Rochester W1 P11,2
18 to 24,Unknown,Hispanic,Rochester W1 P4,3
18 to 24,Unknown,Hispanic,Rochester W1 P9,1
18 to 24,Unknown,Hispanic,Rochester W2 P10,1
18 to 24,Unknown,Hispanic,Rochester W2 P2,1
18 to 24,Unknown,Hispanic,Rochester W2 P9,1
18 to 24,Unknown,Hispanic,Rochester W4 P10,1
18 to 24,Unknown,Hispanic,Rochester W4 P12,3
18 to 24,Unknown,Hispanic,Rochester W4 P13,1
18 to 24,Unknown,Hispanic,Rochester W4 P8,2
18 to 24,Unknown,Hispanic,Rochester W4 P9,2
18 to 24,Unknown,Hispanic,Salem Twp.,1
18 to 24,Unknown,Hispanic,Rochester W2 P6,1
18 to 24,Unknown,Hispanic,Rochester W4 P12,1
18 to 24,Unknown,Hispanic,Rochester W4 P9,1
18 to 24,Unknown,Native,Rochester W1 P7,1
18 to 24,Unknown,White,Ashland Twp.,5
18 to 24,Unknown,White,Byron,28
18 to 24,Unknown,White,Canisteo Twp.,2
18 to 24,Unknown,White,Cascade Twp. P-3,2
18 to 24,Unknown,White,Claremont,2
18 to 24,Unknown,White,Claremont Twp.,4
18 to 24,Unknown,White,Concord Twp.,2
18 to 24,Unknown,White,Dodge Center P-1,9
18 to 24,Unknown,White,Dodge Center P-2,1
18 to 24,Unknown,White,Hayfield,3
18 to 24,Unknown,White,Hayfield Twp.,3
18 to 24,Unknown,White,High Forest Twp.,2
18 to 24,Unknown,White,Kalmar Twp.,5
18 to 24,Unknown,White,Kasson P-1,5
18 to 24,Unknown,White,Kasson P-2,16
18 to 24,Unknown,White,Kasson P-3,10
18 to 24,Unknown,White,Mantorville,2
18 to 24,Unknown,White,Mantorville Twp.,10
18 to 24,Unknown,White,Milton Twp.,3
18 to 24,Unknown,White,Ripley Twp.,1
18 to 24,Unknown,White,Rochester Twp P-1,5
18 to 24,Unknown,White,Rochester Twp P-3,2
18 to 24,Unknown,White,Rochester W1 P1,3
18 to 24,Unknown,White,Rochester W1 P10,5
18 to 24,Unknown,White,Rochester W1 P11,6
18 to 24,Unknown,White,Rochester W1 P12,5
18 to 24,Unknown,White,Rochester W1 P13,5
18 to 24,Unknown,White,Rochester W1 P14,3
18 to 24,Unknown,White,Rochester W1 P2,1
18 to 24,Unknown,White,Rochester W1 P4,5
18 to 24,Unknown,White,Rochester W1 P6,4
18 to 24,Unknown,White,Rochester W1 P7,4
18 to 24,Unknown,White,Rochester W1 P8,6
18 to 24,Unknown,White,Rochester W1 P9,2
18 to 24,Unknown,White,Rochester W2 P1,6
18 to 24,Unknown,White,Rochester W2 P10,5
18 to 24,Unknown,White,Rochester W2 P11,4
18 to 24,Unknown,White,Rochester W2 P2,3
18 to 24,Unknown,White,Rochester W2 P3,1
18 to 24,Unknown,White,Rochester W2 P4,2
18 to 24,Unknown,White,Rochester W2 P5,1
18 to 24,Unknown,White,Rochester W2 P6,5
18 to 24,Unknown,White,Rochester W4 P11,4
18 to 24,Unknown,White,Rochester W4 P12,2
18 to 24,Unknown,White,Rochester W4 P13,2
18 to 24,Unknown,White,Rochester W4 P8,2
18 to 24,Unknown,White,Rochester W4 P9,2
18 to 24,Unknown,White,Rock Dell Twp.,2
18 to 24,Unknown,White,Salem Twp.,2
18 to 24,Unknown,White,Stewartville,21
18 to 24,Unknown,White,Vernon Twp.,2
18 to 24,Unknown,White,Wasioja Twp.,5
18 to 24,Unknown,White,West Concord,3
18 to 24,Unknown,White,Westfield Twp.,1
18 to 24,Unknown,White,Ashland Twp.,5
18 to 24,Unknown,White,Byron,54
18 to 24,Unknown,White,Canisteo Twp.,4
18 to 24,Unknown,White,Cascade Twp. P-3,3
18 to 24,Unknown,White,Claremont,2
18 to 24,Unknown,White,Claremont Twp.,1
18 to 24,Unknown,White,Concord Twp.,5
18 to 24,Unknown,White,Dodge Center P-1,17
18 to 24,Unknown,White,Dodge Center P-2,8
18 to 24,Unknown,White,Ellington Twp.,2
18 to 24,Unknown,White,Hayfield,10
18 to 24,Unknown,White,Hayfield Twp.,4
18 to 24,Unknown,White,High Forest Twp.,8
18 to 24,Unknown,White,Kalmar Twp.,10
18 to 24,Unknown,White,Kasson P-1,5
18 to 24,Unknown,White,Kasson P-2,44
18 to 24,Unknown,White,Kasson P-3,11
18 to 24,Unknown,White,Mantorville,9
18 to 24,Unknown,White,Mantorville Twp.,27
18 to 24,Unknown,White,Marion Twp. P-2,1
18 to 24,Unknown,White,Milton Twp.,6
18 to 24,Unknown,White,Ripley Twp.,1
18 to 24,Unknown,White,Rochester Twp P-1,10
18 to 24,Unknown,White,Rochester Twp P-2,1
18 to 24,Unknown,White,Rochester Twp P-3,3
18 to 24,Unknown,White,Rochester W1 P1,7
18 to 24,Unknown,White,Rochester W1 P10,9
18 to 24,Unknown,White,Rochester W1 P11,10
18 to 24,Unknown,White,Rochester W1 P12,15
18 to 24,Unknown,White,Rochester W1 P13,12
18 to 24,Unknown,White,Rochester W1 P14,5
18 to 24,Unknown,White,Rochester W1 P2,1
18 to 24,Unknown,White,Rochester W1 P4,10
18 to 24,Unknown,White,Rochester W1 P5,4
18 to 24,Unknown,White,Rochester W1 P6,9
18 to 24,Unknown,White,Rochester W1 P7,13
18 to 24,Unknown,White,Rochester W1 P8,15
18 to 24,Unknown,White,Rochester W1 P9,3
18 to 24,Unknown,White,Rochester W2 P1,10
18 to 24,Unknown,White,Rochester W2 P10,8
18 to 24,Unknown,White,Rochester W2 P11,10
18 to 24,Unknown,White,Rochester W2 P2,1
18 to 24,Unknown,White,Rochester W2 P3,6
18 to 24,Unknown,White,Rochester W2 P4,4
18 to 24,Unknown,White,Rochester W2 P5,7
18 to 24,Unknown,White,Rochester W2 P6,9
18 to 24,Unknown,White,Rochester W2 P9,4
18 to 24,Unknown,White,Rochester W4 P10,7
18 to 24,Unknown,White,Rochester W4 P11,8
18 to 24,Unknown,White,Rochester W4 P12,8
18 to 24,Unknown,White,Rochester W4 P8,13
18 to 24,Unknown,White,Rochester W4 P9,2
18 to 24,Unknown,White,Rock Dell Twp.,6
18 to 24,Unknown,White,Salem Twp.,9
18 to 24,Unknown,White,Stewartville,49
18 to 24,Unknown,White,Vernon Twp.,13
18 to 24,Unknown,White,Wasioja Twp.,7
18 to 24,Unknown,White,West Concord,8
18 to 24,Unknown,White,Westfield Twp.,2
18 to 24,Unknown,White,Byron,15
18 to 24,Unknown,White,Concord Twp.,1
18 to 24,Unknown,White,Dodge Center P-1,1
18 to 24,Unknown,White,Dodge Center P-2,1
18 to 24,Unknown,White,Hayfield Twp.,1
18 to 24,Unknown,White,High Forest Twp.,1
18 to 24,Unknown,White,Kalmar Twp.,2
18 to 24,Unknown,White,Kasson P-1,1
18 to 24,Unknown,White,Kasson P-2,3
18 to 24,Unknown,White,Mantorville,1
18 to 24,Unknown,White,Mantorville Twp.,2
18 to 24,Unknown,White,Milton Twp.,1
18 to 24,Unknown,White,Rochester Twp P-1,3
18 to 24,Unknown,White,Rochester W1 P10,4
18 to 24,Unknown,White,Rochester W1 P11,3
18 to 24,Unknown,White,Rochester W1 P12,3
18 to 24,Unknown,White,Rochester W1 P13,4
18 to 24,Unknown,White,Rochester W1 P14,1
18 to 24,Unknown,White,Rochester W1 P4,1
18 to 24,Unknown,White,Rochester W1 P6,4
18 to 24,Unknown,White,Rochester W1 P7,6
18 to 24,Unknown,White,Rochester W1 P8,2
18 to 24,Unknown,White,Rochester W2 P1,3
18 to 24,Unknown,White,Rochester W2 P10,2
18 to 24,Unknown,White,Rochester W2 P11,2
18 to 24,Unknown,White,Rochester W2 P2,1
18 to 24,Unknown,White,Rochester W2 P4,1
18 to 24,Unknown,White,Rochester W2 P5,1
18 to 24,Unknown,White,Rochester W2 P6,1
18 to 24,Unknown,White,Rochester W4 P10,1
18 to 24,Unknown,White,Rochester W4 P11,2
18 to 24,Unknown,White,Rochester W4 P12,2
18 to 24,Unknown,White,Rochester W4 P9,1
18 to 24,Unknown,White,Stewartville,8
18 to 24,Unknown,White,Wasioja Twp.,1
18 to 24,Unknown,White,Westfield Twp.,1
18 to 24,Unknown,Unknown,Ashland Twp.,1
18 to 24,Unknown,Unknown,Byron,4
18 to 24,Unknown,Unknown,Canisteo Twp.,3
18 to 24,Unknown,Unknown,Dodge Center P-1,1
18 to 24,Unknown,Unknown,High Forest Twp.,1
18 to 24,Unknown,Unknown,Kalmar Twp.,1
18 to 24,Unknown,Unknown,Kasson P-2,3
18 to 24,Unknown,Unknown,Mantorville Twp.,3
18 to 24,Unknown,Unknown,Rochester Twp P-1,2
18 to 24,Unknown,Unknown,Rochester W1 P1,2
18 to 24,Unknown,Unknown,Rochester W1 P10,2
18 to 24,Unknown,Unknown,Rochester W1 P12,4
18 to 24,Unknown,Unknown,Rochester W1 P5,1
18 to 24,Unknown,Unknown,Rochester W1 P7,2
18 to 24,Unknown,Unknown,Rochester W1 P8,1
18 to 24,Unknown,Unknown,Rochester W2 P1,1
18 to 24,Unknown,Unknown,Rochester W2 P10,1
18 to 24,Unknown,Unknown,Rochester W2 P11,1
18 to 24,Unknown,Unknown,Rochester W2 P3,1
18 to 24,Unknown,Unknown,Rochester W4 P10,2
18 to 24,Unknown,Unknown,Rochester W4 P11,2
18 to 24,Unknown,Unknown,Rochester W4 P8,1
18 to 24,Unknown,Unknown,Rochester W4 P9,4
18 to 24,Unknown,Unknown,Rochester W5 P14,1
18 to 24,Unknown,Unknown,Stewartville,1
18 to 24,Unknown,Unknown,Vernon Twp.,1
25 to 34,Male,Asian,Byron,1
25 to 34,Male,Asian,Rochester Twp P-1,3
25 to 34,Male,Asian,Rochester W1 P10,2
25 to 34,Male,Asian,Rochester W1 P13,1
25 to 34,Male,Asian,Rochester W1 P2,2
25 to 34,Male,Asian,Rochester W1 P7,1
25 to 34,Male,Asian,Rochester W1 P8,1
25 to 34,Male,Asian,Rochester W2 P1,1
25 to 34,Male,Asian,Rochester W2 P10,1
25 to 34,Male,Asian,Rochester W2 P11,1
25 to 34,Male,Asian,Rochester W2 P4,1
25 to 34,Male,Asian,Rochester W2 P5,3
25 to 34,Male,Asian,Rochester W4 P12,1
25 to 34,Male,Asian,Stewartville,1
25 to 34,Male,Asian,Rochester W1 P1,1
25 to 34,Male,Asian,Rochester W1 P10,1
25 to 34,Male,Asian,Rochester W1 P12,3
25 to 34,Male,Asian,Rochester W1 P2,1
25 to 34,Male,Asian,Rochester W1 P4,3
25 to 34,Male,Asian,Rochester W1 P6,3
25 to 34,Male,Asian,Rochester W1 P7,2
25 to 34,Male,Asian,Rochester W2 P1,4
25 to 34,Male,Asian,Rochester W2 P10,2
25 to 34,Male,Asian,Rochester W2 P11,1
25 to 34,Male,Asian,Rochester W2 P2,3
25 to 34,Male,Asian,Rochester W2 P3,2
25 to 34,Male,Asian,Rochester W2 P4,2
25 to 34,Male,Asian,Rochester W2 P5,3
25 to 34,Male,Asian,Rochester W2 P6,2
25 to 34,Male,Asian,Rochester W2 P9,1
25 to 34,Male,Asian,Rochester W4 P10,1
25 to 34,Male,Asian,Rochester W4 P11,5
25 to 34,Male,Asian,Rochester W4 P8,2
25 to 34,Male,Asian,Rochester W4 P9,1
25 to 34,Male,Asian,Byron,1
25 to 34,Male,Asian,Rochester Twp P-1,2
25 to 34,Male,Asian,Rochester W1 P10,1
25 to 34,Male,Asian,Rochester W1 P12,1
25 to 34,Male,Asian,Rochester W1 P13,1
25 to 34,Male,Asian,Rochester W2 P1,1
25 to 34,Male,Asian,Rochester W2 P10,1
25 to 34,Male,Asian,Rochester W2 P6,1
25 to 34,Male,Asian,Rochester W2 P9,1
25 to 34,Male,Asian,Rochester W4 P10,1
25 to 34,Male,Asian,Rochester W4 P9,2
25 to 34,Male,Asian,Stewartville,1
25 to 34,Male,Black,Rochester W1 P5,1
25 to 34,Male,Black,Rochester W1 P7,1
25 to 34,Male,Black,Rochester W2 P1,1
25 to 34,Male,Black,Rochester W2 P10,1
25 to 34,Male,Black,Rochester W2 P2,1
25 to 34,Male,Black,Rochester W2 P4,1
25 to 34,Male,Black,Rochester W2 P6,1
25 to 34,Male,Black,Rochester W4 P11,1
25 to 34,Male,Black,Rochester W4 P8,1
25 to 34,Male,Black,Rochester W4 P9,2
25 to 34,Male,Black,Rochester W5 P14,1
25 to 34,Male,Black,Stewartville,1
25 to 34,Male,Black,Claremont,1
25 to 34,Male,Black,Dodge Center P-2,1
25 to 34,Male,Black,Kasson P-2,3
25 to 34,Male,Black,Rochester W1 P11,3
25 to 34,Male,Black,Rochester W1 P12,2
25 to 34,Male,Black,Rochester W1 P7,1
25 to 34,Male,Black,Rochester W2 P1,1
25 to 34,Male,Black,Rochester W2 P11,1
25 to 34,Male,Black,Rochester W2 P2,4
25 to 34,Male,Black,Rochester W2 P3,2
25 to 34,Male,Black,Rochester W2 P5,2
25 to 34,Male,Black,Rochester W2 P6,8
25 to 34,Male,Black,Rochester W4 P10,8
25 to 34,Male,Black,Rochester W4 P11,4
25 to 34,Male,Black,Rochester W4 P12,1
25 to 34,Male,Black,Rochester W4 P8,4
25 to 34,Male,Black,Rochester W4 P9,4
25 to 34,Male,Black,Rochester W5 P14,3
25 to 34,Male,Black,Rock Dell Twp.,1
25 to 34,Male,Black,Stewartville,1
25 to 34,Male,Black,Rochester W1 P10,1
25 to 34,Male,Black,Rochester W1 P11,1
25 to 34,Male,Black,Rochester W2 P1,2
25 to 34,Male,Black,Rochester W4 P10,3
25 to 34,Male,Black,Rochester W4 P11,2
25 to 34,Male,Hispanic,Byron,2
25 to 34,Male,Hispanic,Claremont,1
25 to 34,Male,Hispanic,Dodge Center P-1,2
25 to 34,Male,Hispanic,Rochester W1 P11,1
25 to 34,Male,Hispanic,Rochester W4 P11,1
25 to 34,Male,Hispanic,Rochester W4 P12,4
25 to 34,Male,Hispanic,Byron,5
25 to 34,Male,Hispanic,Claremont,1
25 to 34,Male,Hispanic,Dodge Center P-1,1
25 to 34,Male,Hispanic,Hayfield,1
25 to 34,Male,Hispanic,Kasson P-2,4
25 to 34,Male,Hispanic,Kasson P-3,1
25 to 34,Male,Hispanic,Mantorville,1
25 to 34,Male,Hispanic,Mantorville Twp.,1
25 to 34,Male,Hispanic,Milton Twp.,1
25 to 34,Male,Hispanic,Rochester Twp P-1,1
25 to 34,Male,Hispanic,Rochester W1 P1,1
25 to 34,Male,Hispanic,Rochester W1 P10,3
25 to 34,Male,Hispanic,Rochester W1 P11,1
25 to 34,Male,Hispanic,Rochester W1 P12,1
25 to 34,Male,Hispanic,Rochester W1 P2,1
25 to 34,Male,Hispanic,Rochester W1 P4,3
25 to 34,Male,Hispanic,Rochester W1 P7,2
25 to 34,Male,Hispanic,Rochester W1 P8,2
25 to 34,Male,Hispanic,Rochester W2 P1,2
25 to 34,Male,Hispanic,Rochester W2 P10,1
25 to 34,Male,Hispanic,Rochester W2 P11,1
25 to 34,Male,Hispanic,Rochester W2 P2,1
25 to 34,Male,Hispanic,Rochester W2 P4,2
25 to 34,Male,Hispanic,Rochester W2 P6,7
25 to 34,Male,Hispanic,Rochester W2 P9,1
25 to 34,Male,Hispanic,Rochester W4 P10,1
25 to 34,Male,Hispanic,Rochester W4 P11,3
25 to 34,Male,Hispanic,Rochester W4 P12,9
25 to 34,Male,Hispanic,Rochester W4 P13,1
25 to 34,Male,Hispanic,Rochester W4 P8,2
25 to 34,Male,Hispanic,Rochester W4 P9,2
25 to 34,Male,Hispanic,Rochester W5 P14,3
25 to 34,Male,Hispanic,Stewartville,4
25 to 34,Male,Hispanic,Mantorville,1
25 to 34,Male,Hispanic,Rochester W1 P12,2
25 to 34,Male,Hispanic,Rochester W1 P7,1
25 to 34,Male,Hispanic,Rochester W1 P9,1
25 to 34,Male,Hispanic,Rochester W2 P1,3
25 to 34,Male,Hispanic,Rochester W2 P10,1
25 to 34,Male,Hispanic,Rochester W2 P2,1
25 to 34,Male,Hispanic,Rochester W2 P3,1
25 to 34,Male,Hispanic,Rochester W4 P12,4
25 to 34,Male,Hispanic,Rochester W4 P8,1
25 to 34,Male,Hispanic,Rochester W4 P9,2
25 to 34,Male,White,Ashland Twp.,10
25 to 34,Male,White,Byron,173
25 to 34,Male,White,Canisteo Twp.,10
25 to 34,Male,White,Cascade Twp. P-3,9
25 to 34,Male,White,Claremont,17
25 to 34,Male,White,Claremont Twp.,11
25 to 34,Male,White,Concord Twp.,18
25 to 34,Male,White,Dodge Center P-1,73
25 to 34,Male,White,Dodge Center P-2,20
25 to 34,Male,White,Ellington Twp.,16
25 to 34,Male,White,Hayfield,47
25 to 34,Male,White,Hayfield Twp.,19
25 to 34,Male,White,High Forest Twp.,27
25 to 34,Male,White,Kalmar Twp.,25
25 to 34,Male,White,Kasson P-1,16
25 to 34,Male,White,Kasson P-2,179
25 to 34,Male,White,Kasson P-3,47
25 to 34,Male,White,Mantorville,41
25 to 34,Male,White,Mantorville Twp.,39
25 to 34,Male,White,Milton Twp.,20
25 to 34,Male,White,Ripley Twp.,7
25 to 34,Male,White,Rochester Twp P-1,32
25 to 34,Male,White,Rochester Twp P-2,5
25 to 34,Male,White,Rochester W1 P1,22
25 to 34,Male,White,Rochester W1 P10,81
25 to 34,Male,White,Rochester W1 P11,36
25 to 34,Male,White,Rochester W1 P12,53
25 to 34,Male,White,Rochester W1 P13,20
25 to 34,Male,White,Rochester W1 P14,13
25 to 34,Male,White,Rochester W1 P2,17
25 to 34,Male,White,Rochester W1 P4,54
25 to 34,Male,White,Rochester W1 P5,23
25 to 34,Male,White,Rochester W1 P6,40
25 to 34,Male,White,Rochester W1 P7,36
25 to 34,Male,White,Rochester W1 P8,65
25 to 34,Male,White,Rochester W1 P9,18
25 to 34,Male,White,Rochester W2 P1,44
25 to 34,Male,White,Rochester W2 P10,24
25 to 34,Male,White,Rochester W2 P11,41
25 to 34,Male,White,Rochester W2 P2,45
25 to 34,Male,White,Rochester W2 P3,30
25 to 34,Male,White,Rochester W2 P4,57
25 to 34,Male,White,Rochester W2 P5,20
25 to 34,Male,White,Rochester W2 P6,59
25 to 34,Male,White,Rochester W2 P9,32
25 to 34,Male,White,Rochester W4 P10,32
25 to 34,Male,White,Rochester W4 P11,42
25 to 34,Male,White,Rochester W4 P12,35
25 to 34,Male,White,Rochester W4 P13,34
25 to 34,Male,White,Rochester W4 P8,35
25 to 34,Male,White,Rochester W4 P9,10
25 to 34,Male,White,Rochester W5 P14,33
25 to 34,Male,White,Rock Dell Twp.,22
25 to 34,Male,White,Salem Twp.,25
25 to 34,Male,White,Stewartville,214
25 to 34,Male,White,Vernon Twp.,20
25 to 34,Male,White,Wasioja Twp.,26
25 to 34,Male,White,West Concord,28
25 to 34,Male,White,Westfield Twp.,11
25 to 34,Male,White,Ashland Twp.,4
25 to 34,Male,White,Byron,62
25 to 34,Male,White,Canisteo Twp.,1
25 to 34,Male,White,Cascade Twp. P-3,2
25 to 34,Male,White,Claremont,5
25 to 34,Male,White,Claremont Twp.,1
25 to 34,Male,White,Concord Twp.,7
25 to 34,Male,White,Dodge Center P-1,24
25 to 34,Male,White,Dodge Center P-2,7
25 to 34,Male,White,Ellington Twp.,3
25 to 34,Male,White,Hayfield,15
25 to 34,Male,White,Hayfield Twp.,3
25 to 34,Male,White,High Forest Twp.,5
25 to 34,Male,White,Kalmar Twp.,4
25 to 34,Male,White,Kasson P-1,2
25 to 34,Male,White,Kasson P-2,51
25 to 34,Male,White,Kasson P-3,19
25 to 34,Male,White,Mantorville,15
25 to 34,Male,White,Mantorville Twp.,14
25 to 34,Male,White,Marion Twp. P-2,1
25 to 34,Male,White,Milton Twp.,4
25 to 34,Male,White,Ripley Twp.,1
25 to 34,Male,White,Rochester Twp P-1,7
25 to 34,Male,White,Rochester Twp P-2,1
25 to 34,Male,White,Rochester W1 P1,10
25 to 34,Male,White,Rochester W1 P10,68
25 to 34,Male,White,Rochester W1 P11,17
25 to 34,Male,White,Rochester W1 P12,22
25 to 34,Male,White,Rochester W1 P13,6
25 to 34,Male,White,Rochester W1 P14,6
25 to 34,Male,White,Rochester W1 P2,3
25 to 34,Male,White,Rochester W1 P4,26
25 to 34,Male,White,Rochester W1 P5,5
25 to 34,Male,White,Rochester W1 P6,8
25 to 34,Male,White,Rochester W1 P7,13
25 to 34,Male,White,Rochester W1 P8,25
25 to 34,Male,White,Rochester W1 P9,8
25 to 34,Male,White,Rochester W2 P1,32
25 to 34,Male,White,Rochester W2 P10,18
25 to 34,Male,White,Rochester W2 P11,23
25 to 34,Male,White,Rochester W2 P2,21
25 to 34,Male,White,Rochester W2 P3,12
25 to 34,Male,White,Rochester W2 P4,20
25 to 34,Male,White,Rochester W2 P5,21
25 to 34,Male,White,Rochester W2 P6,56
25 to 34,Male,White,Rochester W2 P9,13
25 to 34,Male,White,Rochester W4 P10,14
25 to 34,Male,White,Rochester W4 P11,32
25 to 34,Male,White,Rochester W4 P12,18
25 to 34,Male,White,Rochester W4 P13,6
25 to 34,Male,White,Rochester W4 P8,20
25 to 34,Male,White,Rochester W4 P9,7
25 to 34,Male,White,Rochester W5 P14,9
25 to 34,Male,White,Rock Dell Twp.,4
25 to 34,Male,White,Salem Twp.,5
25 to 34,Male,White,Stewartville,67
25 to 34,Male,White,Vernon Twp.,4
25 to 34,Male,White,Wasioja Twp.,7
25 to 34,Male,White,West Concord,13
25 to 34,Male,White,Westfield Twp.,2
25 to 34,Male,White,Byron,13
25 to 34,Male,White,Claremont,1
25 to 34,Male,White,Claremont Twp.,1
25 to 34,Male,White,Concord Twp.,1
25 to 34,Male,White,Dodge Center P-1,3
25 to 34,Male,White,Hayfield,3
25 to 34,Male,White,Kalmar Twp.,3
25 to 34,Male,White,Kasson P-2,8
25 to 34,Male,White,Kasson P-3,2
25 to 34,Male,White,Mantorville,1
25 to 34,Male,White,Mantorville Twp.,1
25 to 34,Male,White,Milton Twp.,1
25 to 34,Male,White,Rochester Twp P-1,2
25 to 34,Male,White,Rochester Twp P-2,1
25 to 34,Male,White,Rochester W1 P1,5
25 to 34,Male,White,Rochester W1 P10,8
25 to 34,Male,White,Rochester W1 P11,5
25 to 34,Male,White,Rochester W1 P12,8
25 to 34,Male,White,Rochester W1 P13,2
25 to 34,Male,White,Rochester W1 P2,2
25 to 34,Male,White,Rochester W1 P4,3
25 to 34,Male,White,Rochester W1 P5,4
25 to 34,Male,White,Rochester W1 P7,2
25 to 34,Male,White,Rochester W1 P8,4
25 to 34,Male,White,Rochester W1 P9,4
25 to 34,Male,White,Rochester W2 P1,16
25 to 34,Male,White,Rochester W2 P10,4
25 to 34,Male,White,Rochester W2 P11,7
25 to 34,Male,White,Rochester W2 P2,9
25 to 34,Male,White,Rochester W2 P3,4
25 to 34,Male,White,Rochester W2 P4,12
25 to 34,Male,White,Rochester W2 P5,3
25 to 34,Male,White,Rochester W2 P6,7
25 to 34,Male,White,Rochester W2 P9,4
25 to 34,Male,White,Rochester W4 P10,8
25 to 34,Male,White,Rochester W4 P11,6
25 to 34,Male,White,Rochester W4 P12,6
25 to 34,Male,White,Rochester W4 P13,3
25 to 34,Male,White,Rochester W4 P8,6
25 to 34,Male,White,Rochester W4 P9,1
25 to 34,Male,White,Rochester W5 P14,3
25 to 34,Male,White,Rock Dell Twp.,1
25 to 34,Male,White,Salem Twp.,2
25 to 34,Male,White,Stewartville,11
25 to 34,Male,White,Wasioja Twp.,1
25 to 34,Male,White,West Concord,2
25 to 34,Male,Unknown,Byron,2
25 to 34,Male,Unknown,Claremont,1
25 to 34,Male,Unknown,Claremont Twp.,1
25 to 34,Male,Unknown,Ellington Twp.,1
25 to 34,Male,Unknown,Hayfield,2
25 to 34,Male,Unknown,Kasson P-2,2
25 to 34,Male,Unknown,Kasson P-3,1
25 to 34,Male,Unknown,Mantorville,1
25 to 34,Male,Unknown,Mantorville Twp.,1
25 to 34,Male,Unknown,Milton Twp.,1
25 to 34,Male,Unknown,Rochester W1 P10,5
25 to 34,Male,Unknown,Rochester W1 P11,3
25 to 34,Male,Unknown,Rochester W1 P12,2
25 to 34,Male,Unknown,Rochester W1 P6,1
25 to 34,Male,Unknown,Rochester W1 P7,1
25 to 34,Male,Unknown,Rochester W2 P10,2
25 to 34,Male,Unknown,Rochester W4 P12,1
25 to 34,Male,Unknown,Rochester W4 P8,1
25 to 34,Male,Unknown,Stewartville,2
25 to 34,Female,Asian,Rochester Twp P-1,1
25 to 34,Female,Asian,Rochester W1 P1,1
25 to 34,Female,Asian,Rochester W1 P10,1
25 to 34,Female,Asian,Rochester W1 P12,1
25 to 34,Female,Asian,Rochester W1 P13,1
25 to 34,Female,Asian,Rochester W1 P2,1
25 to 34,Female,Asian,Rochester W1 P8,3
25 to 34,Female,Asian,Rochester W2 P10,3
