Age,Gender,Party,Precinct,Total Registered: 2020
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P11,2
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P12,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P13,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P2,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P4,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P5,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P6,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W1 P7,2
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W2 P11,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W2 P3,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W2 P4,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W2 P5,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W4 P8,1
18 to 24,Unknown,Independent / Undecided / Swing,Rochester W4 P9,1
18 to 24,Unknown,Independent / Undecided / Swing,Stewartville,5
18 to 24,Unknown,Independent / Undecided / Swing,Wasioja Twp.,1
18 to 24,Unknown,Independent / Undecided / Swing,West Concord,1
18 to 24,Unknown,Republican,Byron,1
18 to 24,Unknown,Republican,Dodge Center P-1,1
18 to 24,Unknown,Republican,Mantorville,1
18 to 24,Unknown,Republican,Rochester W2 P11,1
18 to 24,Unknown,Republican,Rochester W4 P12,1
18 to 24,Unknown,Republican,Rochester W4 P9,1
18 to 24,Unknown,Republican,Rock Dell Twp.,1
18 to 24,Unknown,Republican,Salem Twp.,1
18 to 24,Unknown,Republican,Stewartville,1
18 to 24,Unknown,Republican,Ashland Twp.,1
18 to 24,Unknown,Republican,Byron,3
18 to 24,Unknown,Republican,Canisteo Twp.,2
18 to 24,Unknown,Republican,Dodge Center P-1,4
18 to 24,Unknown,Republican,Hayfield,2
18 to 24,Unknown,Republican,Hayfield Twp.,1
18 to 24,Unknown,Republican,Kalmar Twp.,1
18 to 24,Unknown,Republican,Kasson P-1,2
18 to 24,Unknown,Republican,Kasson P-2,3
18 to 24,Unknown,Republican,Kasson P-3,1
18 to 24,Unknown,Republican,Mantorville,1
18 to 24,Unknown,Republican,Ripley Twp.,1
18 to 24,Unknown,Republican,Rochester Twp P-1,1
18 to 24,Unknown,Republican,Rochester W1 P12,1
18 to 24,Unknown,Republican,Rochester W1 P6,1
18 to 24,Unknown,Republican,Rochester W2 P2,1
18 to 24,Unknown,Republican,Rochester W2 P6,1
18 to 24,Unknown,Republican,Rochester W2 P9,1
18 to 24,Unknown,Republican,Rochester W4 P11,1
18 to 24,Unknown,Republican,Rochester W4 P13,1
18 to 24,Unknown,Republican,Rochester W5 P14,1
18 to 24,Unknown,Republican,Wasioja Twp.,1
18 to 24,Unknown,Republican,Rochester W1 P11,1
18 to 24,Unknown,No Data / Unknown,Byron,1
18 to 24,Unknown,No Data / Unknown,Kasson P-2,1
18 to 24,Unknown,No Data / Unknown,Rochester W1 P12,1
18 to 24,Unknown,No Data / Unknown,Rochester W1 P4,2
18 to 24,Unknown,No Data / Unknown,Rochester W1 P7,1
18 to 24,Unknown,No Data / Unknown,Rochester W2 P1,1
18 to 24,Unknown,No Data / Unknown,Rochester W2 P5,1
18 to 24,Unknown,No Data / Unknown,Rochester W2 P6,1
18 to 24,Unknown,No Data / Unknown,Rochester W2 P9,1
18 to 24,Unknown,No Data / Unknown,Rochester W4 P9,3
18 to 24,Unknown,No Data / Unknown,Stewartville,1
18 to 24,Unknown,No Data / Unknown,Ashland Twp.,6
18 to 24,Unknown,No Data / Unknown,Byron,60
18 to 24,Unknown,No Data / Unknown,Canisteo Twp.,3
18 to 24,Unknown,No Data / Unknown,Cascade Twp. P-3,5
18 to 24,Unknown,No Data / Unknown,Claremont,5
18 to 24,Unknown,No Data / Unknown,Claremont Twp.,5
18 to 24,Unknown,No Data / Unknown,Concord Twp.,7
18 to 24,Unknown,No Data / Unknown,Dodge Center P-1,21
18 to 24,Unknown,No Data / Unknown,Dodge Center P-2,8
18 to 24,Unknown,No Data / Unknown,Ellington Twp.,2
18 to 24,Unknown,No Data / Unknown,Hayfield,8
18 to 24,Unknown,No Data / Unknown,Hayfield Twp.,3
18 to 24,Unknown,No Data / Unknown,High Forest Twp.,10
18 to 24,Unknown,No Data / Unknown,Kalmar Twp.,10
18 to 24,Unknown,No Data / Unknown,Kasson P-1,9
18 to 24,Unknown,No Data / Unknown,Kasson P-2,47
18 to 24,Unknown,No Data / Unknown,Kasson P-3,14
18 to 24,Unknown,No Data / Unknown,Mantorville,9
18 to 24,Unknown,No Data / Unknown,Mantorville Twp.,23
18 to 24,Unknown,No Data / Unknown,Marion Twp. P-2,1
18 to 24,Unknown,No Data / Unknown,Milton Twp.,8
18 to 24,Unknown,No Data / Unknown,Ripley Twp.,1
18 to 24,Unknown,No Data / Unknown,Rochester Twp P-1,14
18 to 24,Unknown,No Data / Unknown,Rochester Twp P-2,1
18 to 24,Unknown,No Data / Unknown,Rochester Twp P-3,4
18 to 24,Unknown,No Data / Unknown,Rochester W1 P1,10
18 to 24,Unknown,No Data / Unknown,Rochester W1 P10,13
18 to 24,Unknown,No Data / Unknown,Rochester W1 P11,11
18 to 24,Unknown,No Data / Unknown,Rochester W1 P12,18
18 to 24,Unknown,No Data / Unknown,Rochester W1 P13,17
18 to 24,Unknown,No Data / Unknown,Rochester W1 P14,7
18 to 24,Unknown,No Data / Unknown,Rochester W1 P2,2
18 to 24,Unknown,No Data / Unknown,Rochester W1 P4,11
18 to 24,Unknown,No Data / Unknown,Rochester W1 P5,5
18 to 24,Unknown,No Data / Unknown,Rochester W1 P6,9
18 to 24,Unknown,No Data / Unknown,Rochester W1 P7,23
18 to 24,Unknown,No Data / Unknown,Rochester W1 P8,19
18 to 24,Unknown,No Data / Unknown,Rochester W1 P9,8
18 to 24,Unknown,No Data / Unknown,Rochester W2 P1,19
18 to 24,Unknown,No Data / Unknown,Rochester W2 P10,13
18 to 24,Unknown,No Data / Unknown,Rochester W2 P11,13
18 to 24,Unknown,No Data / Unknown,Rochester W2 P2,9
18 to 24,Unknown,No Data / Unknown,Rochester W2 P3,7
18 to 24,Unknown,No Data / Unknown,Rochester W2 P4,6
18 to 24,Unknown,No Data / Unknown,Rochester W2 P5,11
18 to 24,Unknown,No Data / Unknown,Rochester W2 P6,14
18 to 24,Unknown,No Data / Unknown,Rochester W2 P9,2
18 to 24,Unknown,No Data / Unknown,Rochester W4 P10,10
18 to 24,Unknown,No Data / Unknown,Rochester W4 P11,15
18 to 24,Unknown,No Data / Unknown,Rochester W4 P12,11
18 to 24,Unknown,No Data / Unknown,Rochester W4 P13,1
18 to 24,Unknown,No Data / Unknown,Rochester W4 P8,16
18 to 24,Unknown,No Data / Unknown,Rochester W4 P9,18
18 to 24,Unknown,No Data / Unknown,Rochester W5 P14,2
18 to 24,Unknown,No Data / Unknown,Rock Dell Twp.,5
18 to 24,Unknown,No Data / Unknown,Salem Twp.,8
18 to 24,Unknown,No Data / Unknown,Stewartville,44
18 to 24,Unknown,No Data / Unknown,Vernon Twp.,11
18 to 24,Unknown,No Data / Unknown,Wasioja Twp.,7
18 to 24,Unknown,No Data / Unknown,West Concord,8
18 to 24,Unknown,No Data / Unknown,Westfield Twp.,4
25 to 34,Male,Democrat,Byron,3
25 to 34,Male,Democrat,Cascade Twp. P-3,1
25 to 34,Male,Democrat,Dodge Center P-1,1
25 to 34,Male,Democrat,Hayfield,1
25 to 34,Male,Democrat,Kasson P-2,5
25 to 34,Male,Democrat,Kasson P-3,3
25 to 34,Male,Democrat,Mantorville,1
25 to 34,Male,Democrat,Mantorville Twp.,1
25 to 34,Male,Democrat,Rochester W1 P1,1
25 to 34,Male,Democrat,Rochester W1 P10,3
25 to 34,Male,Democrat,Rochester W1 P11,2
25 to 34,Male,Democrat,Rochester W1 P12,2
25 to 34,Male,Democrat,Rochester W1 P2,4
25 to 34,Male,Democrat,Rochester W1 P4,2
25 to 34,Male,Democrat,Rochester W1 P5,1
25 to 34,Male,Democrat,Rochester W1 P6,1
25 to 34,Male,Democrat,Rochester W1 P7,5
25 to 34,Male,Democrat,Rochester W1 P8,6
25 to 34,Male,Democrat,Rochester W2 P1,5
25 to 34,Male,Democrat,Rochester W2 P10,3
25 to 34,Male,Democrat,Rochester W2 P11,4
25 to 34,Male,Democrat,Rochester W2 P2,3
25 to 34,Male,Democrat,Rochester W2 P3,2
25 to 34,Male,Democrat,Rochester W2 P4,6
25 to 34,Male,Democrat,Rochester W2 P5,1
25 to 34,Male,Democrat,Rochester W2 P6,2
25 to 34,Male,Democrat,Rochester W2 P9,3
25 to 34,Male,Democrat,Rochester W4 P10,5
25 to 34,Male,Democrat,Rochester W4 P12,3
25 to 34,Male,Democrat,Rochester W4 P13,2
25 to 34,Male,Democrat,Rochester W4 P8,4
25 to 34,Male,Democrat,Rochester W4 P9,1
25 to 34,Male,Democrat,Rochester W5 P14,2
25 to 34,Male,Democrat,Stewartville,4
25 to 34,Male,Democrat,Ashland Twp.,1
25 to 34,Male,Democrat,Byron,15
25 to 34,Male,Democrat,Cascade Twp. P-3,1
25 to 34,Male,Democrat,Concord Twp.,1
25 to 34,Male,Democrat,Dodge Center P-1,7
25 to 34,Male,Democrat,Dodge Center P-2,2
25 to 34,Male,Democrat,Hayfield,5
25 to 34,Male,Democrat,Hayfield Twp.,1
25 to 34,Male,Democrat,High Forest Twp.,2
25 to 34,Male,Democrat,Kalmar Twp.,2
25 to 34,Male,Democrat,Kasson P-1,1
25 to 34,Male,Democrat,Kasson P-2,14
25 to 34,Male,Democrat,Kasson P-3,3
25 to 34,Male,Democrat,Mantorville,1
25 to 34,Male,Democrat,Mantorville Twp.,3
25 to 34,Male,Democrat,Milton Twp.,1
25 to 34,Male,Democrat,Rochester Twp P-1,7
25 to 34,Male,Democrat,Rochester W1 P1,2
25 to 34,Male,Democrat,Rochester W1 P10,9
25 to 34,Male,Democrat,Rochester W1 P11,4
25 to 34,Male,Democrat,Rochester W1 P12,12
25 to 34,Male,Democrat,Rochester W1 P13,2
25 to 34,Male,Democrat,Rochester W1 P14,6
25 to 34,Male,Democrat,Rochester W1 P2,7
25 to 34,Male,Democrat,Rochester W1 P4,7
25 to 34,Male,Democrat,Rochester W1 P5,1
25 to 34,Male,Democrat,Rochester W1 P6,6
25 to 34,Male,Democrat,Rochester W1 P7,8
25 to 34,Male,Democrat,Rochester W1 P8,15
25 to 34,Male,Democrat,Rochester W1 P9,1
25 to 34,Male,Democrat,Rochester W2 P1,11
25 to 34,Male,Democrat,Rochester W2 P10,6
25 to 34,Male,Democrat,Rochester W2 P11,5
25 to 34,Male,Democrat,Rochester W2 P2,7
25 to 34,Male,Democrat,Rochester W2 P3,4
25 to 34,Male,Democrat,Rochester W2 P4,14
25 to 34,Male,Democrat,Rochester W2 P5,5
25 to 34,Male,Democrat,Rochester W2 P6,7
25 to 34,Male,Democrat,Rochester W2 P9,2
25 to 34,Male,Democrat,Rochester W4 P10,7
25 to 34,Male,Democrat,Rochester W4 P11,7
25 to 34,Male,Democrat,Rochester W4 P12,3
25 to 34,Male,Democrat,Rochester W4 P13,4
25 to 34,Male,Democrat,Rochester W4 P8,4
25 to 34,Male,Democrat,Rochester W4 P9,5
25 to 34,Male,Democrat,Rochester W5 P14,6
25 to 34,Male,Democrat,Salem Twp.,3
25 to 34,Male,Democrat,Stewartville,17
25 to 34,Male,Democrat,Vernon Twp.,1
25 to 34,Male,Democrat,Wasioja Twp.,3
25 to 34,Male,Democrat,West Concord,2
25 to 34,Male,Democrat,Ashland Twp.,1
25 to 34,Male,Democrat,Byron,8
25 to 34,Male,Democrat,Canisteo Twp.,1
25 to 34,Male,Democrat,Claremont,1
25 to 34,Male,Democrat,Dodge Center P-1,4
25 to 34,Male,Democrat,Dodge Center P-2,1
25 to 34,Male,Democrat,Kalmar Twp.,2
25 to 34,Male,Democrat,Kasson P-2,8
25 to 34,Male,Democrat,Mantorville,4
25 to 34,Male,Democrat,Mantorville Twp.,1
25 to 34,Male,Democrat,Milton Twp.,2
25 to 34,Male,Democrat,Rochester Twp P-1,2
25 to 34,Male,Democrat,Rochester W1 P1,1
25 to 34,Male,Democrat,Rochester W1 P10,16
25 to 34,Male,Democrat,Rochester W1 P11,4
25 to 34,Male,Democrat,Rochester W1 P12,3
25 to 34,Male,Democrat,Rochester W1 P13,1
25 to 34,Male,Democrat,Rochester W1 P14,2
25 to 34,Male,Democrat,Rochester W1 P2,1
25 to 34,Male,Democrat,Rochester W1 P4,3
25 to 34,Male,Democrat,Rochester W1 P5,3
25 to 34,Male,Democrat,Rochester W1 P6,3
25 to 34,Male,Democrat,Rochester W1 P7,4
25 to 34,Male,Democrat,Rochester W1 P8,5
25 to 34,Male,Democrat,Rochester W1 P9,1
25 to 34,Male,Democrat,Rochester W2 P1,5
25 to 34,Male,Democrat,Rochester W2 P10,1
25 to 34,Male,Democrat,Rochester W2 P11,2
25 to 34,Male,Democrat,Rochester W2 P2,2
25 to 34,Male,Democrat,Rochester W2 P3,3
25 to 34,Male,Democrat,Rochester W2 P4,1
25 to 34,Male,Democrat,Rochester W2 P5,2
25 to 34,Male,Democrat,Rochester W2 P6,9
25 to 34,Male,Democrat,Rochester W2 P9,1
25 to 34,Male,Democrat,Rochester W4 P10,3
25 to 34,Male,Democrat,Rochester W4 P11,7
25 to 34,Male,Democrat,Rochester W4 P12,2
25 to 34,Male,Democrat,Rochester W4 P8,1
25 to 34,Male,Democrat,Rochester W4 P9,1
25 to 34,Male,Democrat,Rochester W5 P14,2
25 to 34,Male,Democrat,Rock Dell Twp.,1
25 to 34,Male,Democrat,Salem Twp.,2
25 to 34,Male,Democrat,Stewartville,12
25 to 34,Male,Democrat,West Concord,1
25 to 34,Male,Independent / Undecided / Swing,Kasson P-2,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P13,1
25 to 34,Male,Independent / Undecided / Swing,Stewartville,1
25 to 34,Male,Independent / Undecided / Swing,Wasioja Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Byron,3
25 to 34,Male,Independent / Undecided / Swing,Ellington Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Hayfield,1
25 to 34,Male,Independent / Undecided / Swing,High Forest Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Kalmar Twp.,2
25 to 34,Male,Independent / Undecided / Swing,Kasson P-2,1
25 to 34,Male,Independent / Undecided / Swing,Kasson P-3,1
25 to 34,Male,Independent / Undecided / Swing,Mantorville,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P10,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P11,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P12,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P13,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P4,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P6,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P9,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P1,3
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P11,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P4,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P9,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P10,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P12,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P13,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P8,1
25 to 34,Male,Independent / Undecided / Swing,Rock Dell Twp.,2
25 to 34,Male,Independent / Undecided / Swing,Salem Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Stewartville,1
25 to 34,Male,Independent / Undecided / Swing,Vernon Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Wasioja Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Byron,14
25 to 34,Male,Independent / Undecided / Swing,Concord Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Dodge Center P-1,3
25 to 34,Male,Independent / Undecided / Swing,Hayfield,1
25 to 34,Male,Independent / Undecided / Swing,High Forest Twp.,2
25 to 34,Male,Independent / Undecided / Swing,Kalmar Twp.,2
25 to 34,Male,Independent / Undecided / Swing,Kasson P-2,6
25 to 34,Male,Independent / Undecided / Swing,Kasson P-3,4
25 to 34,Male,Independent / Undecided / Swing,Mantorville,4
25 to 34,Male,Independent / Undecided / Swing,Milton Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Rochester Twp P-1,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P1,3
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P10,5
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P11,5
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P12,6
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P13,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P2,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P4,8
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P5,5
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P6,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P7,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W1 P8,5
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P1,3
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P10,1
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P11,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P2,7
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P4,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P5,3
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P6,7
25 to 34,Male,Independent / Undecided / Swing,Rochester W2 P9,5
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P10,3
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P11,7
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P12,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P8,4
25 to 34,Male,Independent / Undecided / Swing,Rochester W4 P9,2
25 to 34,Male,Independent / Undecided / Swing,Rochester W5 P14,4
25 to 34,Male,Independent / Undecided / Swing,Rock Dell Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Salem Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Stewartville,18
25 to 34,Male,Independent / Undecided / Swing,Vernon Twp.,1
25 to 34,Male,Independent / Undecided / Swing,Wasioja Twp.,5
25 to 34,Male,Republican,Byron,6
25 to 34,Male,Republican,Dodge Center P-1,1
25 to 34,Male,Republican,Dodge Center P-2,1
25 to 34,Male,Republican,Hayfield,1
25 to 34,Male,Republican,Hayfield Twp.,1
25 to 34,Male,Republican,Kalmar Twp.,1
25 to 34,Male,Republican,Kasson P-2,9
25 to 34,Male,Republican,Kasson P-3,1
25 to 34,Male,Republican,Mantorville,1
25 to 34,Male,Republican,Milton Twp.,2
25 to 34,Male,Republican,Rochester Twp P-2,1
25 to 34,Male,Republican,Rochester W1 P10,4
25 to 34,Male,Republican,Rochester W1 P11,1
25 to 34,Male,Republican,Rochester W1 P12,1
25 to 34,Male,Republican,Rochester W1 P4,2
25 to 34,Male,Republican,Rochester W1 P7,1
25 to 34,Male,Republican,Rochester W1 P8,3
25 to 34,Male,Republican,Rochester W2 P1,2
25 to 34,Male,Republican,Rochester W2 P10,1
25 to 34,Male,Republican,Rochester W2 P11,1
25 to 34,Male,Republican,Rochester W2 P2,2
25 to 34,Male,Republican,Rochester W2 P3,1
25 to 34,Male,Republican,Rochester W2 P4,1
25 to 34,Male,Republican,Rochester W2 P5,1
25 to 34,Male,Republican,Rochester W4 P10,2
25 to 34,Male,Republican,Rochester W4 P12,2
25 to 34,Male,Republican,Rochester W4 P13,1
25 to 34,Male,Republican,Rochester W4 P8,1
25 to 34,Male,Republican,Rochester W5 P14,2
25 to 34,Male,Republican,Rock Dell Twp.,1
25 to 34,Male,Republican,Salem Twp.,1
25 to 34,Male,Republican,Stewartville,5
25 to 34,Male,Republican,Vernon Twp.,1
25 to 34,Male,Republican,West Concord,1
25 to 34,Male,Republican,Ashland Twp.,1
25 to 34,Male,Republican,Byron,8
25 to 34,Male,Republican,Canisteo Twp.,1
25 to 34,Male,Republican,Cascade Twp. P-3,1
25 to 34,Male,Republican,Claremont,2
25 to 34,Male,Republican,Claremont Twp.,4
25 to 34,Male,Republican,Dodge Center P-1,3
25 to 34,Male,Republican,Ellington Twp.,4
25 to 34,Male,Republican,Hayfield,6
25 to 34,Male,Republican,Hayfield Twp.,2
25 to 34,Male,Republican,High Forest Twp.,2
25 to 34,Male,Republican,Kasson P-1,3
25 to 34,Male,Republican,Kasson P-2,9
25 to 34,Male,Republican,Kasson P-3,3
25 to 34,Male,Republican,Mantorville,3
25 to 34,Male,Republican,Mantorville Twp.,3
25 to 34,Male,Republican,Milton Twp.,3
25 to 34,Male,Republican,Ripley Twp.,1
25 to 34,Male,Republican,Rochester Twp P-1,2
25 to 34,Male,Republican,Rochester W1 P10,4
25 to 34,Male,Republican,Rochester W1 P11,2
25 to 34,Male,Republican,Rochester W1 P12,5
25 to 34,Male,Republican,Rochester W1 P13,1
25 to 34,Male,Republican,Rochester W1 P14,1
25 to 34,Male,Republican,Rochester W1 P2,3
25 to 34,Male,Republican,Rochester W1 P4,4
25 to 34,Male,Republican,Rochester W1 P6,3
25 to 34,Male,Republican,Rochester W1 P7,4
25 to 34,Male,Republican,Rochester W1 P8,4
25 to 34,Male,Republican,Rochester W2 P11,3
25 to 34,Male,Republican,Rochester W2 P2,1
25 to 34,Male,Republican,Rochester W2 P3,3
25 to 34,Male,Republican,Rochester W2 P4,4
25 to 34,Male,Republican,Rochester W2 P6,2
25 to 34,Male,Republican,Rochester W4 P10,1
25 to 34,Male,Republican,Rochester W4 P11,4
25 to 34,Male,Republican,Rochester W4 P12,3
25 to 34,Male,Republican,Rochester W4 P13,3
25 to 34,Male,Republican,Rochester W4 P8,3
25 to 34,Male,Republican,Rochester W4 P9,1
25 to 34,Male,Republican,Rochester W5 P14,2
25 to 34,Male,Republican,Salem Twp.,1
25 to 34,Male,Republican,Stewartville,16
25 to 34,Male,Republican,Vernon Twp.,3
25 to 34,Male,Republican,Wasioja Twp.,1
25 to 34,Male,Republican,West Concord,4
25 to 34,Male,Republican,Byron,1
25 to 34,Male,Republican,Dodge Center P-1,1
25 to 34,Male,Republican,Hayfield,1
25 to 34,Male,Republican,Rochester W1 P4,1
25 to 34,Male,Republican,Rochester W1 P6,1
25 to 34,Male,Republican,Rochester W1 P9,1
25 to 34,Male,Republican,Rochester W2 P2,1
25 to 34,Male,Republican,Rochester W2 P4,1
25 to 34,Male,Republican,Rochester W4 P11,2
25 to 34,Male,Republican,Rochester W4 P12,1
