Age,Gender,Party,Precinct,Total Registered: 2020
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P1,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P2,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P3,2
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P4,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P5,2
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P6,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P9,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P11,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P12,2
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P8,1
25 to 34,Female,Independent / Undecided / Swing,Stewartville,5
25 to 34,Female,Independent / Undecided / Swing,Wasioja Twp.,1
25 to 34,Female,Independent / Undecided / Swing,West Concord,1
25 to 34,Female,Independent / Undecided / Swing,Byron,17
25 to 34,Female,Independent / Undecided / Swing,Canisteo Twp.,1
25 to 34,Female,Independent / Undecided / Swing,Cascade Twp. P-3,2
25 to 34,Female,Independent / Undecided / Swing,Claremont Twp.,1
25 to 34,Female,Independent / Undecided / Swing,Concord Twp.,2
25 to 34,Female,Independent / Undecided / Swing,Dodge Center P-1,4
25 to 34,Female,Independent / Undecided / Swing,Dodge Center P-2,1
25 to 34,Female,Independent / Undecided / Swing,Hayfield,7
25 to 34,Female,Independent / Undecided / Swing,Hayfield Twp.,1
25 to 34,Female,Independent / Undecided / Swing,High Forest Twp.,3
25 to 34,Female,Independent / Undecided / Swing,Kalmar Twp.,1
25 to 34,Female,Independent / Undecided / Swing,Kasson P-2,13
25 to 34,Female,Independent / Undecided / Swing,Kasson P-3,6
25 to 34,Female,Independent / Undecided / Swing,Mantorville Twp.,3
25 to 34,Female,Independent / Undecided / Swing,Rochester Twp P-1,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P1,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P10,10
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P11,8
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P12,5
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P13,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P2,5
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P4,4
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P5,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P6,4
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P7,6
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P8,9
25 to 34,Female,Independent / Undecided / Swing,Rochester W1 P9,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P1,8
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P10,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P11,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P2,4
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P3,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P4,5
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P5,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P6,5
25 to 34,Female,Independent / Undecided / Swing,Rochester W2 P9,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P10,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P11,10
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P12,6
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P13,3
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P8,2
25 to 34,Female,Independent / Undecided / Swing,Rochester W4 P9,1
25 to 34,Female,Independent / Undecided / Swing,Rochester W5 P14,4
25 to 34,Female,Independent / Undecided / Swing,Rock Dell Twp.,1
25 to 34,Female,Independent / Undecided / Swing,Salem Twp.,4
25 to 34,Female,Independent / Undecided / Swing,Stewartville,16
25 to 34,Female,Independent / Undecided / Swing,Wasioja Twp.,2
25 to 34,Female,Independent / Undecided / Swing,West Concord,1
25 to 34,Female,Independent / Undecided / Swing,Westfield Twp.,1
25 to 34,Female,Republican,Ashland Twp.,1
25 to 34,Female,Republican,Byron,8
25 to 34,Female,Republican,Canisteo Twp.,1
25 to 34,Female,Republican,Claremont Twp.,1
25 to 34,Female,Republican,Dodge Center P-1,1
25 to 34,Female,Republican,Hayfield,1
25 to 34,Female,Republican,Hayfield Twp.,1
25 to 34,Female,Republican,Kasson P-2,3
25 to 34,Female,Republican,Kasson P-3,2
25 to 34,Female,Republican,Ripley Twp.,1
25 to 34,Female,Republican,Rochester W1 P10,2
25 to 34,Female,Republican,Rochester W1 P12,1
25 to 34,Female,Republican,Rochester W1 P4,2
25 to 34,Female,Republican,Rochester W1 P6,1
25 to 34,Female,Republican,Rochester W1 P8,1
25 to 34,Female,Republican,Rochester W2 P11,1
25 to 34,Female,Republican,Rochester W2 P2,2
25 to 34,Female,Republican,Rochester W2 P3,2
25 to 34,Female,Republican,Rochester W2 P6,1
25 to 34,Female,Republican,Rochester W4 P10,1
25 to 34,Female,Republican,Rochester W4 P8,1
25 to 34,Female,Republican,Stewartville,4
25 to 34,Female,Republican,Byron,5
25 to 34,Female,Republican,Canisteo Twp.,1
25 to 34,Female,Republican,Claremont,3
25 to 34,Female,Republican,Claremont Twp.,1
25 to 34,Female,Republican,Concord Twp.,1
25 to 34,Female,Republican,Dodge Center P-1,3
25 to 34,Female,Republican,Hayfield,4
25 to 34,Female,Republican,Hayfield Twp.,2
25 to 34,Female,Republican,Kasson P-2,6
25 to 34,Female,Republican,Kasson P-3,2
25 to 34,Female,Republican,Mantorville,4
25 to 34,Female,Republican,Mantorville Twp.,3
25 to 34,Female,Republican,Milton Twp.,1
25 to 34,Female,Republican,Ripley Twp.,2
25 to 34,Female,Republican,Rochester Twp P-1,1
25 to 34,Female,Republican,Rochester Twp P-2,1
25 to 34,Female,Republican,Rochester W1 P1,2
25 to 34,Female,Republican,Rochester W1 P10,3
25 to 34,Female,Republican,Rochester W1 P11,1
25 to 34,Female,Republican,Rochester W1 P12,8
25 to 34,Female,Republican,Rochester W1 P13,1
25 to 34,Female,Republican,Rochester W1 P14,4
25 to 34,Female,Republican,Rochester W1 P5,1
25 to 34,Female,Republican,Rochester W1 P6,4
25 to 34,Female,Republican,Rochester W1 P7,3
25 to 34,Female,Republican,Rochester W1 P9,1
25 to 34,Female,Republican,Rochester W2 P1,4
25 to 34,Female,Republican,Rochester W2 P10,1
25 to 34,Female,Republican,Rochester W2 P2,3
25 to 34,Female,Republican,Rochester W2 P3,1
25 to 34,Female,Republican,Rochester W2 P4,3
25 to 34,Female,Republican,Rochester W2 P5,1
25 to 34,Female,Republican,Rochester W2 P6,3
25 to 34,Female,Republican,Rochester W2 P9,2
25 to 34,Female,Republican,Rochester W4 P10,2
25 to 34,Female,Republican,Rochester W4 P12,2
25 to 34,Female,Republican,Rochester W4 P8,2
25 to 34,Female,Republican,Rochester W4 P9,1
25 to 34,Female,Republican,Rochester W5 P14,1
25 to 34,Female,Republican,Rock Dell Twp.,1
25 to 34,Female,Republican,Salem Twp.,1
25 to 34,Female,Republican,Stewartville,23
25 to 34,Female,Republican,Vernon Twp.,1
25 to 34,Female,Republican,West Concord,1
25 to 34,Female,Republican,Byron,1
25 to 34,Female,Republican,High Forest Twp.,1
25 to 34,Female,Republican,Mantorville,1
25 to 34,Female,Republican,Rochester W1 P12,1
25 to 34,Female,Republican,Rochester W1 P13,1
25 to 34,Female,Republican,Rochester W1 P6,1
25 to 34,Female,Republican,Rochester W1 P8,1
25 to 34,Female,Republican,Rochester W2 P6,1
25 to 34,Female,Republican,Rochester W4 P11,1
25 to 34,Female,Republican,Rochester W4 P13,1
25 to 34,Female,Republican,Stewartville,2
25 to 34,Female,Republican,Vernon Twp.,1
25 to 34,Female,No Data / Unknown,Byron,11
25 to 34,Female,No Data / Unknown,Canisteo Twp.,1
25 to 34,Female,No Data / Unknown,Claremont,1
25 to 34,Female,No Data / Unknown,Claremont Twp.,1
25 to 34,Female,No Data / Unknown,Concord Twp.,3
25 to 34,Female,No Data / Unknown,Dodge Center P-1,8
25 to 34,Female,No Data / Unknown,Dodge Center P-2,2
25 to 34,Female,No Data / Unknown,Ellington Twp.,2
25 to 34,Female,No Data / Unknown,Hayfield,5
25 to 34,Female,No Data / Unknown,Hayfield Twp.,2
25 to 34,Female,No Data / Unknown,High Forest Twp.,1
25 to 34,Female,No Data / Unknown,Kalmar Twp.,3
25 to 34,Female,No Data / Unknown,Kasson P-1,2
25 to 34,Female,No Data / Unknown,Kasson P-2,16
25 to 34,Female,No Data / Unknown,Kasson P-3,2
25 to 34,Female,No Data / Unknown,Mantorville,2
25 to 34,Female,No Data / Unknown,Mantorville Twp.,3
25 to 34,Female,No Data / Unknown,Milton Twp.,2
25 to 34,Female,No Data / Unknown,Rochester Twp P-1,1
25 to 34,Female,No Data / Unknown,Rochester Twp P-2,1
25 to 34,Female,No Data / Unknown,Rochester W1 P1,4
25 to 34,Female,No Data / Unknown,Rochester W1 P10,6
25 to 34,Female,No Data / Unknown,Rochester W1 P11,3
25 to 34,Female,No Data / Unknown,Rochester W1 P12,3
25 to 34,Female,No Data / Unknown,Rochester W1 P13,2
25 to 34,Female,No Data / Unknown,Rochester W1 P14,1
25 to 34,Female,No Data / Unknown,Rochester W1 P4,6
25 to 34,Female,No Data / Unknown,Rochester W1 P5,2
25 to 34,Female,No Data / Unknown,Rochester W1 P6,5
25 to 34,Female,No Data / Unknown,Rochester W1 P7,6
25 to 34,Female,No Data / Unknown,Rochester W1 P8,5
25 to 34,Female,No Data / Unknown,Rochester W1 P9,5
25 to 34,Female,No Data / Unknown,Rochester W2 P1,17
25 to 34,Female,No Data / Unknown,Rochester W2 P10,4
25 to 34,Female,No Data / Unknown,Rochester W2 P11,3
25 to 34,Female,No Data / Unknown,Rochester W2 P2,6
25 to 34,Female,No Data / Unknown,Rochester W2 P4,12
25 to 34,Female,No Data / Unknown,Rochester W2 P5,4
25 to 34,Female,No Data / Unknown,Rochester W2 P6,4
25 to 34,Female,No Data / Unknown,Rochester W2 P9,6
25 to 34,Female,No Data / Unknown,Rochester W4 P10,4
25 to 34,Female,No Data / Unknown,Rochester W4 P11,9
25 to 34,Female,No Data / Unknown,Rochester W4 P12,6
25 to 34,Female,No Data / Unknown,Rochester W4 P13,5
25 to 34,Female,No Data / Unknown,Rochester W4 P8,4
25 to 34,Female,No Data / Unknown,Rochester W4 P9,6
25 to 34,Female,No Data / Unknown,Rochester W5 P14,4
25 to 34,Female,No Data / Unknown,Salem Twp.,2
25 to 34,Female,No Data / Unknown,Stewartville,29
25 to 34,Female,No Data / Unknown,Vernon Twp.,4
25 to 34,Female,No Data / Unknown,Wasioja Twp.,3
25 to 34,Female,No Data / Unknown,West Concord,1
25 to 34,Female,No Data / Unknown,Ashland Twp.,7
25 to 34,Female,No Data / Unknown,Byron,179
25 to 34,Female,No Data / Unknown,Canisteo Twp.,12
25 to 34,Female,No Data / Unknown,Cascade Twp. P-3,5
25 to 34,Female,No Data / Unknown,Claremont,11
25 to 34,Female,No Data / Unknown,Claremont Twp.,9
25 to 34,Female,No Data / Unknown,Concord Twp.,7
25 to 34,Female,No Data / Unknown,Dodge Center P-1,68
25 to 34,Female,No Data / Unknown,Dodge Center P-2,21
25 to 34,Female,No Data / Unknown,Ellington Twp.,11
25 to 34,Female,No Data / Unknown,Hayfield,43
25 to 34,Female,No Data / Unknown,Hayfield Twp.,13
25 to 34,Female,No Data / Unknown,High Forest Twp.,24
25 to 34,Female,No Data / Unknown,Kalmar Twp.,30
25 to 34,Female,No Data / Unknown,Kasson P-1,11
25 to 34,Female,No Data / Unknown,Kasson P-2,153
25 to 34,Female,No Data / Unknown,Kasson P-3,67
25 to 34,Female,No Data / Unknown,Mantorville,38
25 to 34,Female,No Data / Unknown,Mantorville Twp.,29
25 to 34,Female,No Data / Unknown,Marion Twp. P-2,2
25 to 34,Female,No Data / Unknown,Milton Twp.,17
25 to 34,Female,No Data / Unknown,Ripley Twp.,5
25 to 34,Female,No Data / Unknown,Rochester Twp P-1,27
25 to 34,Female,No Data / Unknown,Rochester Twp P-2,3
25 to 34,Female,No Data / Unknown,Rochester Twp P-3,1
25 to 34,Female,No Data / Unknown,Rochester W1 P1,21
25 to 34,Female,No Data / Unknown,Rochester W1 P10,131
25 to 34,Female,No Data / Unknown,Rochester W1 P11,40
25 to 34,Female,No Data / Unknown,Rochester W1 P12,45
25 to 34,Female,No Data / Unknown,Rochester W1 P13,17
25 to 34,Female,No Data / Unknown,Rochester W1 P14,16
25 to 34,Female,No Data / Unknown,Rochester W1 P2,12
25 to 34,Female,No Data / Unknown,Rochester W1 P4,56
25 to 34,Female,No Data / Unknown,Rochester W1 P5,20
25 to 34,Female,No Data / Unknown,Rochester W1 P6,33
25 to 34,Female,No Data / Unknown,Rochester W1 P7,25
25 to 34,Female,No Data / Unknown,Rochester W1 P8,60
25 to 34,Female,No Data / Unknown,Rochester W1 P9,18
25 to 34,Female,No Data / Unknown,Rochester W2 P1,76
25 to 34,Female,No Data / Unknown,Rochester W2 P10,37
25 to 34,Female,No Data / Unknown,Rochester W2 P11,56
25 to 34,Female,No Data / Unknown,Rochester W2 P2,65
25 to 34,Female,No Data / Unknown,Rochester W2 P3,31
25 to 34,Female,No Data / Unknown,Rochester W2 P4,67
25 to 34,Female,No Data / Unknown,Rochester W2 P5,49
25 to 34,Female,No Data / Unknown,Rochester W2 P6,117
25 to 34,Female,No Data / Unknown,Rochester W2 P9,30
25 to 34,Female,No Data / Unknown,Rochester W4 P10,55
25 to 34,Female,No Data / Unknown,Rochester W4 P11,54
25 to 34,Female,No Data / Unknown,Rochester W4 P12,35
25 to 34,Female,No Data / Unknown,Rochester W4 P13,22
25 to 34,Female,No Data / Unknown,Rochester W4 P8,42
25 to 34,Female,No Data / Unknown,Rochester W4 P9,13
25 to 34,Female,No Data / Unknown,Rochester W5 P14,24
25 to 34,Female,No Data / Unknown,Rock Dell Twp.,18
25 to 34,Female,No Data / Unknown,Salem Twp.,16
25 to 34,Female,No Data / Unknown,Stewartville,187
25 to 34,Female,No Data / Unknown,Vernon Twp.,15
25 to 34,Female,No Data / Unknown,Wasioja Twp.,20
25 to 34,Female,No Data / Unknown,West Concord,29
25 to 34,Female,No Data / Unknown,Westfield Twp.,9
25 to 34,Unknown,Democrat,Kasson P-2,2
25 to 34,Unknown,Democrat,Rochester Twp P-1,1
25 to 34,Unknown,Democrat,Rochester W1 P1,1
25 to 34,Unknown,Democrat,Rochester W1 P10,2
25 to 34,Unknown,Democrat,Rochester W1 P11,1
25 to 34,Unknown,Democrat,Rochester W1 P2,2
25 to 34,Unknown,Democrat,Rochester W1 P5,1
25 to 34,Unknown,Democrat,Rochester W1 P8,2
25 to 34,Unknown,Democrat,Rochester W2 P1,2
25 to 34,Unknown,Democrat,Rochester W2 P10,2
25 to 34,Unknown,Democrat,Rochester W2 P5,2
25 to 34,Unknown,Democrat,Rochester W2 P9,1
25 to 34,Unknown,Democrat,Rochester W4 P10,4
25 to 34,Unknown,Democrat,Rochester W4 P11,3
25 to 34,Unknown,Democrat,Rochester W4 P8,2
25 to 34,Unknown,Democrat,Rochester W4 P9,3
25 to 34,Unknown,Democrat,Rochester W5 P14,1
25 to 34,Unknown,Democrat,Rock Dell Twp.,1
25 to 34,Unknown,Democrat,Byron,3
25 to 34,Unknown,Democrat,Dodge Center P-2,1
25 to 34,Unknown,Democrat,Hayfield,1
25 to 34,Unknown,Democrat,Kalmar Twp.,1
25 to 34,Unknown,Democrat,Kasson P-1,1
25 to 34,Unknown,Democrat,Kasson P-2,3
25 to 34,Unknown,Democrat,Kasson P-3,2
25 to 34,Unknown,Democrat,Mantorville,1
25 to 34,Unknown,Democrat,Mantorville Twp.,1
25 to 34,Unknown,Democrat,Milton Twp.,1
25 to 34,Unknown,Democrat,Rochester Twp P-1,1
25 to 34,Unknown,Democrat,Rochester W1 P10,4
25 to 34,Unknown,Democrat,Rochester W1 P11,2
25 to 34,Unknown,Democrat,Rochester W1 P12,1
25 to 34,Unknown,Democrat,Rochester W1 P14,2
25 to 34,Unknown,Democrat,Rochester W1 P4,5
25 to 34,Unknown,Democrat,Rochester W1 P6,1
25 to 34,Unknown,Democrat,Rochester W1 P7,3
25 to 34,Unknown,Democrat,Rochester W1 P8,2
25 to 34,Unknown,Democrat,Rochester W1 P9,3
25 to 34,Unknown,Democrat,Rochester W2 P1,6
25 to 34,Unknown,Democrat,Rochester W2 P10,2
25 to 34,Unknown,Democrat,Rochester W2 P11,4
25 to 34,Unknown,Democrat,Rochester W2 P2,3
25 to 34,Unknown,Democrat,Rochester W2 P3,2
25 to 34,Unknown,Democrat,Rochester W2 P4,1
25 to 34,Unknown,Democrat,Rochester W2 P5,2
25 to 34,Unknown,Democrat,Rochester W2 P6,3
25 to 34,Unknown,Democrat,Rochester W4 P10,7
25 to 34,Unknown,Democrat,Rochester W4 P11,8
25 to 34,Unknown,Democrat,Rochester W4 P12,1
25 to 34,Unknown,Democrat,Rochester W4 P13,1
25 to 34,Unknown,Democrat,Rochester W4 P8,3
25 to 34,Unknown,Democrat,Rochester W4 P9,1
25 to 34,Unknown,Democrat,Rochester W5 P14,1
25 to 34,Unknown,Democrat,Stewartville,4
25 to 34,Unknown,Democrat,Byron,1
25 to 34,Unknown,Democrat,Claremont Twp.,1
25 to 34,Unknown,Democrat,Kasson P-2,2
25 to 34,Unknown,Democrat,Kasson P-3,1
25 to 34,Unknown,Democrat,Rochester W1 P1,1
25 to 34,Unknown,Democrat,Rochester W1 P10,4
25 to 34,Unknown,Democrat,Rochester W1 P11,4
25 to 34,Unknown,Democrat,Rochester W1 P12,1
25 to 34,Unknown,Democrat,Rochester W1 P13,1
25 to 34,Unknown,Democrat,Rochester W1 P14,1
25 to 34,Unknown,Democrat,Rochester W1 P6,1
25 to 34,Unknown,Democrat,Rochester W1 P8,2
25 to 34,Unknown,Democrat,Rochester W2 P1,4
25 to 34,Unknown,Democrat,Rochester W2 P10,2
25 to 34,Unknown,Democrat,Rochester W2 P11,1
25 to 34,Unknown,Democrat,Rochester W2 P2,1
25 to 34,Unknown,Democrat,Rochester W2 P3,2
25 to 34,Unknown,Democrat,Rochester W2 P4,2
25 to 34,Unknown,Democrat,Rochester W2 P6,1
25 to 34,Unknown,Democrat,Rochester W4 P10,3
25 to 34,Unknown,Democrat,Rochester W4 P11,3
25 to 34,Unknown,Democrat,Rochester W4 P12,1
25 to 34,Unknown,Democrat,Rochester W4 P8,2
25 to 34,Unknown,Democrat,Rochester W4 P9,3
25 to 34,Unknown,Democrat,Stewartville,4
25 to 34,Unknown,Democrat,Wasioja Twp.,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P11,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P8,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P10,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P8,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P4,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P10,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P11,1
25 to 34,Unknown,Independent / Undecided / Swing,Byron,4
25 to 34,Unknown,Independent / Undecided / Swing,Canisteo Twp.,1
25 to 34,Unknown,Independent / Undecided / Swing,Claremont,1
25 to 34,Unknown,Independent / Undecided / Swing,Dodge Center P-1,2
25 to 34,Unknown,Independent / Undecided / Swing,Kalmar Twp.,1
25 to 34,Unknown,Independent / Undecided / Swing,Kasson P-2,2
25 to 34,Unknown,Independent / Undecided / Swing,Kasson P-3,1
25 to 34,Unknown,Independent / Undecided / Swing,Mantorville Twp.,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P10,4
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P11,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P12,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W1 P2,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P1,4
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P11,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P2,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P3,2
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P4,2
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P5,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W2 P6,3
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P10,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P11,3
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P8,1
25 to 34,Unknown,Independent / Undecided / Swing,Rochester W4 P9,3
25 to 34,Unknown,Independent / Undecided / Swing,Stewartville,4
25 to 34,Unknown,Republican,Byron,1
25 to 34,Unknown,Republican,Rochester W1 P10,1
25 to 34,Unknown,Republican,Rochester W2 P4,1
25 to 34,Unknown,Republican,Rochester W2 P5,1
25 to 34,Unknown,Republican,Rochester W2 P9,1
25 to 34,Unknown,Republican,Rochester W4 P11,2
25 to 34,Unknown,Republican,Byron,1
25 to 34,Unknown,Republican,Dodge Center P-1,1
25 to 34,Unknown,Republican,Hayfield,1
25 to 34,Unknown,Republican,Hayfield Twp.,1
25 to 34,Unknown,Republican,Kasson P-2,2
25 to 34,Unknown,Republican,Kasson P-3,1
25 to 34,Unknown,Republican,Mantorville Twp.,1
25 to 34,Unknown,Republican,Rochester W1 P1,1
25 to 34,Unknown,Republican,Rochester W1 P10,1
25 to 34,Unknown,Republican,Rochester W1 P5,1
25 to 34,Unknown,Republican,Rochester W1 P6,2
25 to 34,Unknown,Republican,Rochester W1 P7,2
25 to 34,Unknown,Republican,Rochester W2 P1,2
25 to 34,Unknown,Republican,Rochester W2 P5,2
25 to 34,Unknown,Republican,Rochester W4 P10,1
25 to 34,Unknown,Republican,Rochester W4 P11,2
25 to 34,Unknown,Republican,Stewartville,1
25 to 34,Unknown,Republican,West Concord,1
25 to 34,Unknown,Republican,Kasson P-2,1
25 to 34,Unknown,Republican,Rochester W1 P8,1
25 to 34,Unknown,No Data / Unknown,Byron,3
25 to 34,Unknown,No Data / Unknown,Concord Twp.,1
25 to 34,Unknown,No Data / Unknown,Dodge Center P-1,2
25 to 34,Unknown,No Data / Unknown,Hayfield,1
25 to 34,Unknown,No Data / Unknown,Kasson P-2,2
25 to 34,Unknown,No Data / Unknown,Kasson P-3,1
25 to 34,Unknown,No Data / Unknown,Mantorville Twp.,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P1,2
25 to 34,Unknown,No Data / Unknown,Rochester W1 P10,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P11,2
25 to 34,Unknown,No Data / Unknown,Rochester W1 P13,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P2,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P4,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P6,2
25 to 34,Unknown,No Data / Unknown,Rochester W1 P7,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P8,1
25 to 34,Unknown,No Data / Unknown,Rochester W2 P1,5
25 to 34,Unknown,No Data / Unknown,Rochester W2 P11,1
25 to 34,Unknown,No Data / Unknown,Rochester W2 P2,1
25 to 34,Unknown,No Data / Unknown,Rochester W2 P4,1
25 to 34,Unknown,No Data / Unknown,Rochester W2 P5,1
25 to 34,Unknown,No Data / Unknown,Rochester W2 P6,1
25 to 34,Unknown,No Data / Unknown,Rochester W4 P11,3
25 to 34,Unknown,No Data / Unknown,Rochester W4 P13,1
25 to 34,Unknown,No Data / Unknown,Rochester W4 P8,2
25 to 34,Unknown,No Data / Unknown,Rochester W5 P14,1
25 to 34,Unknown,No Data / Unknown,Ashland Twp.,1
25 to 34,Unknown,No Data / Unknown,Byron,46
25 to 34,Unknown,No Data / Unknown,Canisteo Twp.,6
25 to 34,Unknown,No Data / Unknown,Cascade Twp. P-3,3
25 to 34,Unknown,No Data / Unknown,Claremont,4
25 to 34,Unknown,No Data / Unknown,Claremont Twp.,2
25 to 34,Unknown,No Data / Unknown,Concord Twp.,1
25 to 34,Unknown,No Data / Unknown,Dodge Center P-1,15
25 to 34,Unknown,No Data / Unknown,Dodge Center P-2,6
25 to 34,Unknown,No Data / Unknown,Ellington Twp.,2
25 to 34,Unknown,No Data / Unknown,Hayfield,7
25 to 34,Unknown,No Data / Unknown,Hayfield Twp.,5
25 to 34,Unknown,No Data / Unknown,High Forest Twp.,2
25 to 34,Unknown,No Data / Unknown,Kalmar Twp.,4
25 to 34,Unknown,No Data / Unknown,Kasson P-1,1
25 to 34,Unknown,No Data / Unknown,Kasson P-2,46
25 to 34,Unknown,No Data / Unknown,Kasson P-3,19
25 to 34,Unknown,No Data / Unknown,Mantorville,9
25 to 34,Unknown,No Data / Unknown,Mantorville Twp.,15
25 to 34,Unknown,No Data / Unknown,Milton Twp.,3
25 to 34,Unknown,No Data / Unknown,Ripley Twp.,2
25 to 34,Unknown,No Data / Unknown,Rochester Twp P-1,9
25 to 34,Unknown,No Data / Unknown,Rochester Twp P-2,1
25 to 34,Unknown,No Data / Unknown,Rochester Twp P-3,1
25 to 34,Unknown,No Data / Unknown,Rochester W1 P1,8
25 to 34,Unknown,No Data / Unknown,Rochester W1 P10,36
25 to 34,Unknown,No Data / Unknown,Rochester W1 P11,12
25 to 34,Unknown,No Data / Unknown,Rochester W1 P12,12
25 to 34,Unknown,No Data / Unknown,Rochester W1 P13,3
25 to 34,Unknown,No Data / Unknown,Rochester W1 P14,4
25 to 34,Unknown,No Data / Unknown,Rochester W1 P2,8
25 to 34,Unknown,No Data / Unknown,Rochester W1 P4,17
25 to 34,Unknown,No Data / Unknown,Rochester W1 P5,6
25 to 34,Unknown,No Data / Unknown,Rochester W1 P6,7
25 to 34,Unknown,No Data / Unknown,Rochester W1 P7,16
25 to 34,Unknown,No Data / Unknown,Rochester W1 P8,15
25 to 34,Unknown,No Data / Unknown,Rochester W1 P9,5
25 to 34,Unknown,No Data / Unknown,Rochester W2 P1,39
25 to 34,Unknown,No Data / Unknown,Rochester W2 P10,6
25 to 34,Unknown,No Data / Unknown,Rochester W2 P11,20
25 to 34,Unknown,No Data / Unknown,Rochester W2 P2,17
25 to 34,Unknown,No Data / Unknown,Rochester W2 P3,7
25 to 34,Unknown,No Data / Unknown,Rochester W2 P4,20
25 to 34,Unknown,No Data / Unknown,Rochester W2 P5,9
25 to 34,Unknown,No Data / Unknown,Rochester W2 P6,33
25 to 34,Unknown,No Data / Unknown,Rochester W2 P9,5
25 to 34,Unknown,No Data / Unknown,Rochester W4 P10,29
25 to 34,Unknown,No Data / Unknown,Rochester W4 P11,23
25 to 34,Unknown,No Data / Unknown,Rochester W4 P12,15
25 to 34,Unknown,No Data / Unknown,Rochester W4 P13,8
25 to 34,Unknown,No Data / Unknown,Rochester W4 P8,16
25 to 34,Unknown,No Data / Unknown,Rochester W4 P9,19
25 to 34,Unknown,No Data / Unknown,Rochester W5 P14,9
25 to 34,Unknown,No Data / Unknown,Rock Dell Twp.,2
25 to 34,Unknown,No Data / Unknown,Salem Twp.,5
25 to 34,Unknown,No Data / Unknown,Stewartville,40
25 to 34,Unknown,No Data / Unknown,Vernon Twp.,7
25 to 34,Unknown,No Data / Unknown,Wasioja Twp.,5
25 to 34,Unknown,No Data / Unknown,West Concord,10
25 to 34,Unknown,No Data / Unknown,Westfield Twp.,3
35 to 49,Male,Democrat,Byron,27
35 to 49,Male,Democrat,Cascade Twp. P-3,2
